Time(day),a(km),e,i(deg),n(deg),w(deg),m(deg),hp(km)
662.99603798,42170.054529,0.0002920,  5.4586, 65.0919, 36.0879,320.8714,35779.606806
664.99059548,42170.909325,0.0003271,  5.4659, 65.0205, 36.1426,320.7951,35778.978133
670.97465266,42170.125774,0.0002786,  5.4851, 64.9664, 51.1694,305.6526,35780.241469
672.96933639,42170.049202,0.0002377,  5.4877, 64.9427, 53.7180,303.0559,35781.889575
680.94796464,42172.757093,0.0002199,  5.5096, 64.7218, 38.7562,317.8762,35785.349109
681.94534360,42172.540993,0.0002146,  5.5139, 64.7143, 42.2991,314.3098,35785.355408
685.93501093,42171.157295,0.0001380,  5.5251, 64.7160, 42.0319,314.4813,35787.202642
686.82341909,42172.052072,0.0001283,  5.5262, 64.7060, 18.4226,298.7291,35788.506687
686.93235780,42171.264478,0.0001316,  5.5266, 64.7043, 31.0995,325.3712,35787.578839
686.93243401,42171.264121,0.0001316,  5.5266, 64.7043, 31.1086,325.3896,35787.578307
687.92980940,42171.621009,0.0001423,  5.5281, 64.6826, 19.7356,336.7392,35787.483618
692.91652541,42173.863125,0.0002418,  5.5448, 64.5315, 14.2078,342.1322,35785.531105
698.90140250,42172.792790,0.0001612,  5.5649, 64.5218, 24.7093,331.5571,35787.859851
698.90145886,42172.793210,0.0001612,  5.5649, 64.5218, 24.7115,331.5752,35787.859655
700.89639377,42172.844140,0.0001289,  5.5679, 64.5035, 16.7220,339.5326,35789.271356
708.87586864,42175.214775,0.0001745,  5.5937, 64.3463,359.4816,356.6016,35789.720765
709.87324687,42174.814516,0.0001582,  5.5979, 64.3511,  0.6895,355.3229,35790.007270
710.87077460,42174.300677,0.0001386,  5.6015, 64.3611,358.1858,357.8018,35790.319290
712.86597104,42173.601538,0.0001281,  5.6063, 64.3785,339.4291, 16.5547,35790.063692
717.85346763,42175.497683,0.0002624,  5.6165, 64.2919,335.8506, 20.0539,35786.294716
722.84106337,42175.804151,0.0002608,  5.6369, 64.2494,346.6486,  9.1586,35786.669700
723.83865041,42175.518909,0.0002449,  5.6399, 64.2593,346.2317,  9.5576,35787.054505
728.82674265,42175.145708,0.0002133,  5.6480, 64.2672,328.0802, 27.6923,35788.015424
734.81219429,42177.412403,0.0002957,  5.6638, 64.1654,329.7334, 26.0082,35786.805272
746.78351299,42178.004109,0.0004283,  5.6932, 64.1196,330.6089, 24.9237,35781.803735
751.77182984,42177.233114,0.0003847,  5.7084, 64.1402,333.3948, 22.0724,35782.871107
752.76952917,42176.999522,0.0003741,  5.7097, 64.1501,331.7924, 23.6638,35783.087093
757.75788027,42177.570134,0.0004032,  5.7132, 64.1204,323.2711, 32.1375,35782.429839
758.75550743,42178.006708,0.0004216,  5.7146, 64.1007,323.4818, 31.9136,35782.089003
758.75552083,42178.006603,0.0004216,  5.7146, 64.1007,323.4820, 31.9183,35782.089058
761.74845286,42179.173238,0.0004628,  5.7219, 64.0480,327.6625, 27.7079,35781.519735
762.74613284,42179.264408,0.0004636,  5.7252, 64.0407,329.3036, 26.0585,35781.576572
764.74152326,42178.696766,0.0004428,  5.7315, 64.0490,330.4145, 24.9148,35781.886453
