Time(day),a(km),e,i(deg),n(deg),w(deg),m(deg),hp(km)
636.07064511,42166.328927,0.0005109,  5.3823, 65.6815, 50.3091,307.8014,35766.651523
647.03988741,42167.454141,0.0004467,  5.4041, 65.5222, 58.9143,298.9293,35770.484802
647.03988750,42167.454141,0.0004467,  5.4041, 65.5222, 58.9143,298.9293,35770.484802
650.03149850,42167.760457,0.0004119,  5.4081, 65.4228, 61.1942,296.6037,35772.258375
652.02592314,42167.964490,0.0003929,  5.4139, 65.3570, 61.7975,295.9712,35773.260686
652.02592441,42167.964490,0.0003929,  5.4139, 65.3570, 61.7975,295.9716,35773.260686
656.01508476,42168.372109,0.0003608,  5.4278, 65.3049, 61.4076,296.3205,35775.024054
659.00722699,42168.677350,0.0003448,  5.4328, 65.2922, 57.4122,300.3370,35776.001363
661.00176501,42168.880543,0.0003480,  5.4346, 65.2442, 54.4065,303.3072,35776.072214
662.99603652,42169.083467,0.0003526,  5.4387, 65.1671, 53.2748,304.3328,35776.078167
662.99603798,42169.083467,0.0003526,  5.4387, 65.1671, 53.2748,304.3333,35776.078167
664.99059548,42169.286170,0.0003497,  5.4460, 65.0975, 53.3554,304.2405,35776.406141
670.97465266,42169.892696,0.0003217,  5.4649, 65.0403, 56.7176,300.8012,35778.190452
672.96933639,42170.094272,0.0003044,  5.4675, 65.0166, 59.3112,298.1733,35779.120614
680.94796464,42170.897079,0.0002222,  5.4893, 64.8001, 61.7135,295.6719,35783.390102
681.94534360,42170.997010,0.0002143,  5.4936, 64.7923, 60.7539,296.6131,35783.826344
685.93501093,42171.395696,0.0001926,  5.5046, 64.7909, 49.6980,307.6008,35785.137096
686.82341909,42171.484369,0.0001944,  5.5059, 64.7805, 46.3073,271.6376,35785.152664
686.93235780,42171.495080,0.0001948,  5.5060, 64.7787, 45.9164,311.3474,35785.146844
686.93243401,42171.495087,0.0001948,  5.5060, 64.7787, 45.9161,311.3752,35785.146840
687.92980940,42171.594356,0.0001995,  5.5074, 64.7572, 42.8113,314.4633,35785.046121
692.91652541,42172.088838,0.0002096,  5.5241, 64.6102, 37.0290,320.1334,35785.112746
698.90140250,42172.677977,0.0001854,  5.5440, 64.5971, 36.7303,320.3933,35786.724195
698.90145886,42172.677983,0.0001854,  5.5440, 64.5971, 36.7303,320.4136,35786.724219
700.89639377,42172.873212,0.0001669,  5.5469, 64.5793, 37.2456,319.8780,35787.699290
708.87586864,42173.647745,0.0001186,  5.5726, 64.4260, 15.5626,341.4239,35790.511456
709.87324687,42173.743796,0.0001197,  5.5769, 64.4304, 10.7522,346.1679,35790.558706
710.87077460,42173.839681,0.0001239,  5.5804, 64.4397,  5.4990,351.4018,35790.478563
712.86597104,42174.030908,0.0001444,  5.5851, 64.4552,356.5593,  0.3509,35789.807880
717.85346763,42174.505482,0.0002043,  5.5950, 64.3707,353.0648,  3.7914,35787.752651
722.84106337,42174.974878,0.0002211,  5.6153, 64.3283,350.8888,  5.8887,35787.513129
723.83865041,42175.068109,0.0002214,  5.6184, 64.3374,350.5398,  6.2251,35787.593617
728.82674265,42175.530783,0.0002061,  5.6262, 64.3451,345.4414, 11.3318,35788.702291
734.81219429,42176.077774,0.0002229,  5.6419, 64.2471,334.1833, 22.5785,35788.541618
746.78351299,42177.141685,0.0003646,  5.6710, 64.2017,335.9606, 20.6374,35783.630090
751.77182984,42177.571756,0.0003817,  5.6860, 64.2200,337.0526, 19.4965,35783.336335
752.76952917,42177.656767,0.0003812,  5.6873, 64.2295,337.0996, 19.4426,35783.444835
757.75788027,42178.076495,0.0003782,  5.6906, 64.2019,334.5318, 21.9798,35783.991564
758.75550743,42178.159342,0.0003816,  5.6919, 64.1830,333.8298, 22.6709,35783.930137
758.75552083,42178.159343,0.0003816,  5.6919, 64.1830,333.8298, 22.6758,35783.930135
761.74845286,42178.405626,0.0003992,  5.6993, 64.1319,332.6139, 23.8670,35783.432766
762.74613284,42178.486956,0.0004064,  5.7026, 64.1247,332.4441, 24.0299,35783.211134
764.74152326,42178.648436,0.0004239,  5.7089, 64.1326,332.0957, 24.3491,35782.634472
