Time(day),a(km),e,i(deg),n(deg),w(deg),m(deg),hp(km)
423.70557506,24929.532764,0.7185056, 28.2686,354.6044,357.8733, 96.1012,639.388849
424.61264210,24929.441504,0.7184549, 28.2671,354.3159,358.3530, 96.3334,640.626939
426.42675113,24929.505052,0.7183286, 28.2626,353.7368,359.3048, 96.7950,643.794589
429.14787321,24929.599502,0.7182717, 28.2596,352.8716,  0.7181, 97.4824,645.238245
430.50843465,24929.707261,0.7183369, 28.2603,352.4371,  1.4250, 97.8338,643.643366
433.68312975,24929.763914,0.7186239, 28.2601,351.4266,  3.0918, 98.6485,636.505440
436.40430867,24929.607532,0.7187331, 28.2563,350.5584,  4.5379, 99.3270,633.738492
437.76490723,24929.521221,0.7186999, 28.2515,350.1245,  5.2630, 99.6682,634.542589
441.39311552,24929.433455,0.7184458, 28.2414,348.9643,  7.1743,100.5906,640.852261
441.84665810,24929.516245,0.7184217, 28.2398,348.8192,  7.4115,100.7232,641.476110
444.56774836,24929.541081,0.7183951, 28.2375,347.9521,  8.8264,101.4007,642.146928
448.64945331,24929.615875,0.7186789, 28.2339,346.6508, 10.9706,102.4394,635.091856
451.37063755,24929.318435,0.7186735, 28.2255,345.7791, 12.4233,103.1360,635.144088
453.63826785,24929.128636,0.7184731, 28.2156,345.0519, 13.6271,103.7181,640.085278
458.62700249,24929.386397,0.7183282, 28.2075,343.4571, 16.2254,105.0659,643.769149
459.53404394,24929.400042,0.7183796, 28.2071,343.1686, 16.6991,105.3076,642.492476
461.34817961,24929.380925,0.7184928, 28.2041,342.5884, 17.6542,105.8220,639.666325
461.80164318,24929.448737,0.7185170, 28.2022,342.4429, 17.8952,105.8918,639.080888
463.61576681,24929.257199,0.7185539, 28.1954,341.8620, 18.8623,106.3754,638.106653
464.52282135,24929.162513,0.7185272, 28.1918,341.5708, 19.3466,106.6127,638.745889
466.33693488,24929.031370,0.7184001, 28.1840,340.9851, 20.3131,107.0994,641.878298
469.51153251,24928.953646,0.7180985, 28.1727,339.9648, 21.9847,107.9085,649.373418
469.51156964,24928.953491,0.7180985, 28.1727,339.9648, 21.9847,107.9379,649.373485
